normalized_words,moliere_count_in_percentage,moliere_count,corneille_count_in_percentage,corneille_count,moliere_most_common_original_word,moliere_most_common_original_word_count,corneille_most_common_original_word,corneille_most_common_original_word_count
m'englout,2.8235586439012545e-06,1,7.347889502437663e-06,2,m'engloutissez,1.0,M'engloutit,1.0
m'enhard,2.8235586439012545e-06,1,7.347889502437663e-06,2,m'enhardir,1.0,m'enhardisse,1.0
m'enivr,2.8235586439012545e-06,1,0.0,0,m'enivre,1.0,,
m'enlev,8.470675931703763e-06,3,1.4695779004875325e-05,4,M'enlever,1.0,M'enlever,1.0
m'enlevoient,2.8235586439012545e-06,1,0.0,0,m'enlevoient,1.0,,
m'ennui,8.470675931703763e-06,3,7.347889502437663e-06,2,m'ennuyer,2.0,m'ennuie,1.0
m'enrhum,0.0,0,3.6739447512188313e-06,1,,,m'enrhumer,1.0
m'enrich,0.0,0,3.6739447512188313e-06,1,,,m'enrichir,1.0
m'enseign,1.9764910507308783e-05,7,0.0,0,m'enseigne,3.0,,
m'enseignat,0.0,0,3.6739447512188313e-06,1,,,m'enseignât,1.0
m'ensevel,2.8235586439012545e-06,1,3.6739447512188313e-06,1,m'ensevelir,1.0,m'ensevelir,1.0
m'entend,2.5412027795111292e-05,9,3.306550276096948e-05,9,m'entendez,4.0,M'entendez,2.0
m'entendr,1.1294234575605018e-05,4,3.306550276096948e-05,9,m'entendre,4.0,m'entendre,7.0
m'enterr,2.8235586439012545e-06,1,0.0,0,m'enterrer,1.0,,
m'entr,0.0,0,3.6739447512188313e-06,1,,,m'entraient,1.0
m'entrain,8.470675931703763e-06,3,0.0,0,m'entraîne,3.0,,
m'entremettr,2.8235586439012545e-06,1,0.0,0,m'entremettre,1.0,,
m'entreprend,0.0,0,3.6739447512188313e-06,1,,,m'entreprends,1.0
m'entreprendr,0.0,0,3.6739447512188313e-06,1,,,m'entreprendre,1.0
m'entreten,5.647117287802509e-06,2,1.4695779004875325e-05,4,m'entretenir,2.0,m'entretenir,4.0
m'entretenois,2.8235586439012545e-06,1,0.0,0,m'entretenois,1.0,,
m'entretenoit,2.8235586439012545e-06,1,0.0,0,m'entretenoit,1.0,,
m'entretien,2.8235586439012545e-06,1,1.8369723756094156e-05,5,m'entretienne,1.0,m'entretienne,3.0
m'entretiendr,0.0,0,3.6739447512188313e-06,1,,,m'entretiendra,1.0
m'entretient,0.0,0,3.6739447512188313e-06,1,,,m'entretient,1.0
m'entretint,0.0,0,3.6739447512188313e-06,1,,,m'entretint,1.0
m'env,0.0,0,1.1021834253656494e-05,3,,,m'enviez,3.0
m'envi,0.0,0,1.1021834253656494e-05,3,,,m'envier,2.0
m'environ,2.8235586439012545e-06,1,0.0,0,m'environne,1.0,,
m'envoi,3.10591450829138e-05,11,5.87831160195013e-05,16,m'envoie,8.0,m'envoie,13.0
m'envoyat,2.8235586439012545e-06,1,0.0,0,m'envoyâtes,1.0,,
m'epargn,2.2588469151210036e-05,8,1.8369723756094156e-05,5,m'épargner,4.0,m'épargna,1.0
m'epous,2.2588469151210036e-05,8,1.1021834253656494e-05,3,m'épouser,8.0,m'épouser,3.0
m'epouseroit,2.8235586439012545e-06,1,0.0,0,m'épouseroit,1.0,,
m'epouv,2.8235586439012545e-06,1,3.6739447512188313e-06,1,m'épouvante,1.0,m'épouvante,1.0
m'epouvant,0.0,0,1.8369723756094156e-05,5,,,m'épouvanter,5.0
m'epr,0.0,0,3.6739447512188313e-06,1,,,m'éprit,1.0
m'eprouv,0.0,0,7.347889502437663e-06,2,,,m'éprouver,1.0
m'equip,2.8235586439012545e-06,1,0.0,0,m'équiper,1.0,,
m'erig,2.8235586439012545e-06,1,3.6739447512188313e-06,1,m'érigerai,1.0,m'érigeras,1.0
m'escap,2.8235586439012545e-06,1,0.0,0,m'escaperas,1.0,,
m'escroqu,0.0,0,3.6739447512188313e-06,1,,,m'escroques,1.0
m'est,0.0002823558643901254,100,0.0003159592486048195,86,m'est,98.0,m'est,85.0
m'estim,2.8235586439012545e-06,1,3.306550276096948e-05,9,m'estimer,1.0,m'estime,3.0
m'estrop,2.8235586439012545e-06,1,0.0,0,m'estropie,1.0,,
m'et,1.6941351863407527e-05,6,0.0001175662320390026,32,m'êtes,3.0,m'était,15.0
m'etal,2.8235586439012545e-06,1,0.0,0,M'étala,1.0,,
m'etois,3.670626237071631e-05,13,0.0,0,m'étois,13.0,,
m'etoit,2.5412027795111292e-05,9,0.0,0,m'étoit,9.0,,
m'eton,6.494184880972886e-05,23,0.00010287045303412727,28,m'étonne,22.0,m'étonne,26.0
m'etonnent,0.0,0,3.6739447512188313e-06,1,,,m'étonnent,1.0
m'etonneroit,2.8235586439012545e-06,1,0.0,0,m'étonneroit,1.0,,
m'etonnois,5.647117287802509e-06,2,0.0,0,m'étonnois,2.0,,
m'etouff,8.470675931703763e-06,3,1.4695779004875325e-05,4,m'étouffe,2.0,m'étouffe,2.0
m'etourd,5.647117287802509e-06,2,1.1021834253656494e-05,3,m'étourdir,1.0,m'étourdis,1.0
m'etr,5.0824055590222584e-05,18,2.939155800975065e-05,8,m'être,18.0,m'être,8.0
m'etrangl,2.8235586439012545e-06,1,0.0,0,m'étrangles,1.0,,
m'euss,2.8235586439012545e-06,1,3.6739447512188313e-06,1,m'eussiez,1.0,m'eusses,1.0
m'eussent,0.0,0,3.6739447512188313e-06,1,,,m'eussent,1.0
m'eut,2.5412027795111292e-05,9,6.98049502731578e-05,19,m'eût,8.0,m'eût,18.0
m'evanou,2.8235586439012545e-06,1,0.0,0,m'évanouir,1.0,,
m'event,2.8235586439012545e-06,1,0.0,0,m'évente,1.0,,
m'exageroit,2.8235586439012545e-06,1,0.0,0,m'exagéroit,1.0,,
m'examin,2.8235586439012545e-06,1,3.6739447512188313e-06,1,m'examine,1.0,m'examine,1.0
m'exauc,0.0,0,7.347889502437663e-06,2,,,m'exauce,1.0
m'excit,2.8235586439012545e-06,1,0.0,0,m'excite,1.0,,
m'excus,3.9529821014617566e-05,14,3.6739447512188313e-06,1,m'excuser,12.0,m'excuse,1.0
m'exhort,2.8235586439012545e-06,1,0.0,0,m'exhorte,1.0,,
m'exped,2.8235586439012545e-06,1,3.6739447512188313e-06,1,m'expédies,1.0,m'expédie,1.0
m'expliqu,5.0824055590222584e-05,18,4.041339226340714e-05,11,m'expliquer,10.0,m'expliquer,5.0
m'expliquat,2.8235586439012545e-06,1,0.0,0,m'expliquât,1.0,,
m'expos,3.9529821014617566e-05,14,9.184861878047078e-05,25,m'exposer,6.0,m'expose,11.0
m'exposoient,2.8235586439012545e-06,1,0.0,0,M'exposoient,1.0,,
m'exprim,2.8235586439012545e-06,1,0.0,0,m'exprime,1.0,,
m'honor,2.5412027795111292e-05,9,1.1021834253656494e-05,3,m'honore,5.0,m'honora,1.0
m'idolatr,0.0,0,3.6739447512188313e-06,1,,,m'idolâtre,1.0
m'imagin,5.647117287802509e-06,2,3.673944751218831e-05,10,m'imagine,2.0,m'imaginer,6.0
m'imit,0.0,0,1.1021834253656494e-05,3,,,m'imiter,2.0
m'immol,2.8235586439012545e-06,1,7.347889502437663e-06,2,m'immolez,1.0,m'immole,2.0
m'import,1.9764910507308783e-05,7,3.673944751218831e-05,10,m'importe,7.0,m'importe,10.0
m'importeroit,2.8235586439012545e-06,1,0.0,0,m'importeroit,1.0,,
m'importun,1.1294234575605018e-05,4,5.5109171268282465e-05,15,m'importuner,2.0,m'importune,9.0
m'impos,1.6941351863407527e-05,6,4.041339226340714e-05,11,m'impose,6.0,m'impose,5.0
m'imprim,2.8235586439012545e-06,1,0.0,0,m'imprimer,1.0,,
m'imput,8.470675931703763e-06,3,3.673944751218831e-05,10,m'impute,2.0,m'impute,6.0
m'incommod,2.8235586439012545e-06,1,1.1021834253656494e-05,3,m'incommode,1.0,m'incommode,2.0
m'inform,1.4117793219506272e-05,5,7.347889502437663e-06,2,m'informe,3.0,m'informer,1.0
m'informois,2.8235586439012545e-06,1,0.0,0,m'informois,1.0,,
m'injuri,2.8235586439012545e-06,1,0.0,0,m'injuria,1.0,,
m'inquiet,1.4117793219506272e-05,5,3.6739447512188313e-06,1,m'inquiète,3.0,m'inquiéter,1.0
m'inquietent,2.8235586439012545e-06,1,0.0,0,m'inquiètent,1.0,,
m'inquietois,2.8235586439012545e-06,1,0.0,0,m'inquiétois,1.0,,
m'inscr,2.8235586439012545e-06,1,0.0,0,m'inscris,1.0,,
m'insp,8.470675931703763e-06,3,0.0,0,m'inspirent,2.0,,
m'inspir,3.670626237071631e-05,13,1.4695779004875325e-05,4,m'inspire,9.0,m'inspire,2.0
m'instruir,8.470675931703763e-06,3,1.4695779004875325e-05,4,m'instruire,3.0,m'instruire,4.0
m'instruis,0.0,0,1.1021834253656494e-05,3,,,M'instruise,1.0
m'instruit,0.0,0,7.347889502437663e-06,2,,,m'instruit,2.0
m'insult,2.8235586439012545e-06,1,0.0,0,m'insulter,1.0,,
m'interd,0.0,0,7.347889502437663e-06,2,,,M'interdiriez,1.0
m'interess,3.10591450829138e-05,11,7.347889502437663e-06,2,m'intéresse,9.0,m'intéresse,2.0
m'interrog,2.8235586439012545e-06,1,0.0,0,m'interroger,1.0,,
m'interromp,5.647117287802509e-06,2,0.0,0,m'interrompant,1.0,,
m'interrompr,2.8235586439012545e-06,1,0.0,0,m'interrompre,1.0,,
m'interrompt,2.8235586439012545e-06,1,0.0,0,m'interrompt,1.0,,
m'intimid,0.0,0,1.1021834253656494e-05,3,,,m'intimide,3.0
m'introduir,1.1294234575605018e-05,4,3.6739447512188313e-06,1,m'introduire,4.0,m'introduire,1.0
m'invit,2.8235586439012545e-06,1,7.347889502437663e-06,2,m'invite,1.0,m'invite,2.0
m'ir,0.0,0,3.6739447512188313e-06,1,,,M'irait,1.0
m'irois,5.647117287802509e-06,2,0.0,0,m'irois,2.0,,
m'irrit,0.0,0,7.347889502437663e-06,2,,,m'irrite,1.0
m'obeir,8.470675931703763e-06,3,2.204366850731299e-05,6,m'obéir,2.0,m'obéir,6.0
m'obeiss,5.647117287802509e-06,2,7.347889502437663e-06,2,m'obéisse,1.0,m'obéisse,2.0
m'obeissent,0.0,0,7.347889502437663e-06,2,,,m'obéissent,2.0
m'obeit,2.8235586439012545e-06,1,7.347889502437663e-06,2,m'obéit,1.0,m'obéit,2.0
m'oblig,0.00012706013897555645,45,0.0001763493480585039,48,m'oblige,16.0,m'oblige,22.0
m'obligent,2.8235586439012545e-06,1,3.6739447512188313e-06,1,m'obligent,1.0,M'obligent,1.0
m'obligeoit,2.8235586439012545e-06,1,0.0,0,m'obligeoit,1.0,,
m'observ,2.8235586439012545e-06,1,0.0,0,m'observer,1.0,,
m'obstin,0.0,0,7.347889502437663e-06,2,,,m'obstinais,1.0
m'obten,1.4117793219506272e-05,5,3.6739447512188313e-06,1,m'obtenir,5.0,m'obtenir,1.0
m'obtien,0.0,0,3.6739447512188313e-06,1,,,m'obtienne,1.0
m'obtient,0.0,0,3.6739447512188313e-06,1,,,m'obtient,1.0
m'occup,5.647117287802509e-06,2,0.0,0,m'occupe,1.0,,
m'octroi,5.647117287802509e-06,2,0.0,0,m'octroie,2.0,,
m'offens,1.9764910507308783e-05,7,5.1435226517063636e-05,14,m'offenser,4.0,m'offense,7.0
m'offr,7.341252474143262e-05,26,9.552256353168961e-05,26,m'offre,13.0,m'offrir,9.0
m'offrent,5.647117287802509e-06,2,0.0,0,m'offrent,2.0,,
m'ont,0.0001242365803316552,44,0.00018369723756094157,50,m'ont,42.0,m'ont,40.0
m'oppos,2.5412027795111292e-05,9,2.204366850731299e-05,6,m'oppose,6.0,m'oppose,4.0
m'opposois,2.8235586439012545e-06,1,0.0,0,m'opposois,1.0,,
m'oppress,0.0,0,3.6739447512188313e-06,1,,,m'oppresse,1.0
m'opprim,0.0,0,3.6739447512188313e-06,1,,,m'opprime,1.0
m'ordon,8.470675931703763e-06,3,2.939155800975065e-05,8,m'ordonner,2.0,m'ordonne,4.0
m'ordonnat,0.0,0,3.6739447512188313e-06,1,,,m'ordonnât,1.0
m'os,2.8235586439012545e-05,10,0.0001175662320390026,32,m'oses,5.0,m'oses,11.0
m'osent,0.0,0,7.347889502437663e-06,2,,,m'osent,2.0
m'ot,3.670626237071631e-05,13,0.0001432838452975344,39,m'ôter,7.0,m'ôter,15.0
m'otat,2.8235586439012545e-06,1,0.0,0,m'ôtât,1.0,,
m'otent,2.8235586439012545e-06,1,1.4695779004875325e-05,4,M'ôtent,1.0,m'ôtent,3.0
m'oteroit,2.8235586439012545e-06,1,0.0,0,m'ôteroit,1.0,,
m'otoit,2.8235586439012545e-06,1,0.0,0,M'ôtoit,1.0,,
m'ou,2.8235586439012545e-06,1,0.0,0,m'ouïr,1.0,,
m'oubl,0.0,0,7.347889502437663e-06,2,,,m'oublie,2.0
m'oubligel,2.8235586439012545e-06,1,0.0,0,m'oubligel,1.0,,
m'oublioit,2.8235586439012545e-06,1,0.0,0,m'oublioit,1.0,,
m'oupous,2.8235586439012545e-06,1,0.0,0,m'oupousa,1.0,,
m'outrag,1.9764910507308783e-05,7,1.8369723756094156e-05,5,m'outrage,3.0,m'outrager,4.0
m'ouvr,3.9529821014617566e-05,14,1.8369723756094156e-05,5,m'ouvrir,9.0,m'ouvre,2.0
m'un,2.8235586439012545e-06,1,1.1021834253656494e-05,3,m'unir,1.0,m'unir,1.0
m'y,0.00014682504948286524,52,0.00018369723756094157,50,m'y,50.0,m'y,46.0
ma,0.0042409850831396844,1502,0.006557991380925614,1785,ma,1292.0,ma,1591.0
mace,2.8235586439012545e-06,1,0.0,0,Macée,1.0,,
macedoin,0.0,0,3.6739447512188313e-06,1,,,Macédoine,1.0
macedonien,0.0,0,3.6739447512188313e-06,1,,,Macédoniens,1.0
mach,2.8235586439012545e-06,1,0.0,0,mâche,1.0,,
machin,3.9529821014617566e-05,14,7.347889502437663e-06,2,machine,9.0,machine,2.0
machoir,1.1294234575605018e-05,4,0.0,0,mâchoire,2.0,,
macon,0.0,0,3.6739447512188313e-06,1,,,maçons,1.0
macroton,3.10591450829138e-05,11,0.0,0,Macroton,11.0,,
macul,0.0,0,3.6739447512188313e-06,1,,,macule,1.0
madam,0.002462143137481894,872,0.0008376594032778935,228,Madame,870.0,Madame,182.0
madelain,8.470675931703763e-06,3,0.0,0,Madelaine,3.0,,
mademoisel,0.00038118041692666936,135,0.0,0,Mademoiselle,135.0,,
madrid,2.8235586439012545e-06,1,0.0,0,Madrid,1.0,,
madrigal,1.6941351863407527e-05,6,0.0,0,madrigaux,4.0,,
mag,5.647117287802509e-06,2,1.1021834253656494e-05,3,magie,2.0,mage,2.0
magasin,2.8235586439012545e-06,1,0.0,0,magasin,1.0,,
magdelon,3.9529821014617566e-05,14,0.0,0,Magdelon,14.0,,
magicien,5.647117287802509e-06,2,3.6739447512188313e-06,1,magicien,2.0,magicien,1.0
magiqu,2.8235586439012545e-06,1,3.6739447512188313e-06,1,magique,1.0,magique,1.0
magist,2.8235586439012545e-06,1,0.0,0,magister,1.0,,
magistr,2.8235586439012545e-06,1,0.0,0,magistra,1.0,,
magistrat,5.647117287802509e-06,2,3.6739447512188313e-06,1,magistrats,2.0,magistrats,1.0
magnanim,5.647117287802509e-06,2,8.450072927803311e-05,23,magnanime,2.0,magnanime,22.0
magnanimit,0.0,0,3.6739447512188313e-06,1,,,magnanimité,1.0
magnet,2.8235586439012545e-06,1,0.0,0,magnétique,1.0,,
magnif,4.800049694632133e-05,17,1.1021834253656494e-05,3,magnifique,10.0,magnifique,2.0
magnificent,2.2588469151210036e-05,8,0.0,0,magnificence,7.0,,
magot,0.0,0,3.6739447512188313e-06,1,,,magot,1.0
mahamet,8.470675931703763e-06,3,0.0,0,Mahametta,2.0,,
mahomet,5.647117287802509e-06,2,0.0,0,Mahomet,2.0,,
mahometan,5.647117287802509e-06,2,0.0,0,mahométan,1.0,,
mai,5.647117287802509e-06,2,3.6739447512188313e-06,1,mai,1.0,Mai,1.0
maigr,5.647117287802509e-06,2,3.6739447512188313e-06,1,maigre,2.0,maigre,1.0
mail,5.647117287802509e-06,2,0.0,0,Mail,1.0,,
maill,8.470675931703763e-06,3,0.0,0,mailles,2.0,,
main,0.0009741277321459328,345,0.0017745153148386954,483,main,212.0,main,312.0
maint,1.1294234575605018e-05,4,0.0,0,mainte,2.0,,
mainten,0.00035294483048765684,125,0.00025350218783409936,69,maintenant,114.0,maintenant,56.0
maintien,1.6941351863407527e-05,6,2.5717613258531818e-05,7,maintien,3.0,maintien,7.0
maintiendr,0.0,0,3.6739447512188313e-06,1,,,maintiendrais,1.0
maintient,2.8235586439012545e-06,1,3.6739447512188313e-06,1,maintient,1.0,maintient,1.0
mais,0.0051191118213929744,1813,0.005874637657198911,1599,Mais,1192.0,Mais,1282.0
maison,0.0003416505959120518,121,0.00017267540330728507,47,maison,116.0,maison,40.0
maisson,2.8235586439012545e-06,1,0.0,0,maisson,1.0,,
maitr,0.0014654269361847512,519,0.0005253740994242929,143,Maître,299.0,maître,130.0
maitress,0.00019482554642918657,69,0.0006392663867120766,174,maîtresse,63.0,maîtresse,162.0
majest,1.1294234575605018e-05,4,6.245706077072014e-05,17,Majesté,3.0,majesté,12.0
majestu,8.470675931703763e-06,3,0.0,0,majestueux,2.0,,
majeur,5.647117287802509e-06,2,0.0,0,majeur,1.0,,
major,5.647117287802509e-06,2,0.0,0,major,2.0,,
mal,0.0009176565592679077,325,0.0010544221435998045,287,mal,322.0,mal,280.0
malad,0.0005308290250534358,188,6.613100552193897e-05,18,malade,88.0,malade,10.0
maladroit,5.647117287802509e-06,2,2.204366850731299e-05,6,maladroite,2.0,maladroit,6.0
malais,2.2588469151210036e-05,8,6.245706077072014e-05,17,malaisé,5.0,malaisément,10.0
malato,2.8235586439012545e-06,1,0.0,0,malato,1.0,,
malavis,8.470675931703763e-06,3,0.0,0,malavisé,2.0,,
malavise,2.8235586439012545e-06,1,0.0,0,malavisée,1.0,,
maledict,1.1294234575605018e-05,4,0.0,0,malédiction,3.0,,
malencontr,5.647117287802509e-06,2,0.0,0,malencontre,1.0,,
malepest,2.8235586439012545e-06,1,0.0,0,Malepeste,1.0,,
malfais,5.647117287802509e-06,2,0.0,0,malfaisants,2.0,,
malgr,0.00020329622236089033,72,0.0004923085966633234,134,malgré,58.0,malgré,105.0
malgraci,2.8235586439012545e-06,1,0.0,0,malgracieux,1.0,,
malhabil,2.8235586439012545e-06,1,0.0,0,malhabile,1.0,,
malherb,2.8235586439012545e-06,1,0.0,0,Malherbe,1.0,,
malheur,0.00035576838913155804,126,0.0012307714916583085,335,malheur,61.0,malheur,158.0
malhonnet,1.1294234575605018e-05,4,0.0,0,malhonnête,4.0,,
malhurousomen,2.8235586439012545e-06,1,0.0,0,malhurousomen,1.0,,
malic,2.5412027795111292e-05,9,3.306550276096948e-05,9,malice,9.0,malice,9.0
malici,8.470675931703763e-06,3,3.6739447512188313e-06,1,malicieusement,2.0,malicieuse,1.0
malign,5.647117287802509e-06,2,1.1021834253656494e-05,3,maligne,2.0,maligne,3.0
malignit,1.1294234575605018e-05,4,0.0,0,malignité,4.0,,
malin,5.647117287802509e-06,2,0.0,0,malin,2.0,,
malinconi,5.647117287802509e-06,2,0.0,0,malinconia,2.0,,
malinconico,2.8235586439012545e-06,1,0.0,0,malinconico,1.0,,
malitorn,2.8235586439012545e-06,1,0.0,0,malitorne,1.0,,
malpropr,8.470675931703763e-06,3,0.0,0,malpropre,3.0,,
malsain,2.8235586439012545e-06,1,0.0,0,malsain,1.0,,
malt,2.8235586439012545e-06,1,0.0,0,Malte,1.0,,
maltrait,5.0824055590222584e-05,18,4.7761281765844806e-05,13,maltraiter,7.0,maltraite,5.0
maltraite,2.8235586439012545e-06,1,7.347889502437663e-06,2,maltraitée,1.0,maltraitée,2.0
maltraitoit,2.8235586439012545e-06,1,0.0,0,maltraitoit,1.0,,
malum,2.8235586439012545e-06,1,0.0,0,malum,1.0,,
malvers,2.8235586439012545e-06,1,0.0,0,malversations,1.0,,
mam,4.517693830242007e-05,16,0.0,0,mamie,12.0,,
mamamouch,3.3882703726815053e-05,12,0.0,0,Mamamouchi,11.0,,
maman,8.470675931703763e-06,3,0.0,0,maman,3.0,,
mamesel,5.647117287802509e-06,2,0.0,0,Mameselle,2.0,,
mamour,3.670626237071631e-05,13,0.0,0,mamour,9.0,,
man,1.4117793219506272e-05,5,8.817467402925195e-05,24,manie,5.0,mânes,17.0
manch,5.647117287802509e-06,2,0.0,0,manches,2.0,,
manchon,5.647117287802509e-06,2,0.0,0,manchon,2.0,,
manchot,2.8235586439012545e-06,1,0.0,0,manchot,1.0,,
mand,2.8235586439012545e-05,10,6.98049502731578e-05,19,mandé,3.0,mande,9.0
mandan,2.8235586439012545e-06,1,0.0,0,Mandane,1.0,,
mandatum,2.8235586439012545e-06,1,0.0,0,Mandatum,1.0,,
mande,5.647117287802509e-06,2,3.6739447512188313e-06,1,mandée,1.0,mandée,1.0
mandent,2.8235586439012545e-06,1,0.0,0,mandent,1.0,,
mang,0.0001496486081267665,53,3.6739447512188313e-06,1,manger,30.0,mangé,1.0
mangeaill,2.8235586439012545e-06,1,0.0,0,mangeaille,1.0,,
mangeoient,2.8235586439012545e-06,1,0.0,0,mangeoient,1.0,,
mangion,2.8235586439012545e-06,1,0.0,0,mangions,1.0,,
mani,8.470675931703763e-06,3,0.0,0,manier,3.0,,
manibus,2.8235586439012545e-06,1,0.0,0,manibus,1.0,,
manier,0.0002851794230340267,101,7.347889502437663e-06,2,manière,78.0,manière,1.0
manifest,2.8235586439012545e-06,1,1.1021834253656494e-05,3,manifestement,1.0,manifeste,3.0
manig,8.470675931703763e-06,3,0.0,0,manigance,3.0,,
manl,0.0,0,3.6739447512188313e-06,1,,,Manlie,1.0
mann,2.8235586439012545e-06,1,0.0,0,manne,1.0,,
manoir,0.0,0,3.6739447512188313e-06,1,,,manoirs,1.0
manqu,0.0002851794230340267,101,0.0004592430939023539,125,manque,27.0,manque,59.0
manquat,2.8235586439012545e-06,1,3.6739447512188313e-06,1,manquât,1.0,manquât,1.0
manque,2.8235586439012545e-06,1,0.0,0,manquée,1.0,,
manquent,5.647117287802509e-06,2,1.8369723756094156e-05,5,manquent,2.0,manquent,4.0
manqueroient,2.8235586439012545e-06,1,0.0,0,manqueroient,1.0,,
manqueroit,1.1294234575605018e-05,4,0.0,0,manqueroit,4.0,,
manquion,0.0,0,3.6739447512188313e-06,1,,,manquions,1.0
manquoient,2.8235586439012545e-06,1,0.0,0,manquoient,1.0,,
manquois,2.8235586439012545e-06,1,0.0,0,manquois,1.0,,
manquoit,5.647117287802509e-06,2,0.0,0,manquoit,2.0,,
manquon,0.0,0,7.347889502437663e-06,2,,,manquons,2.0
manteau,2.5412027795111292e-05,9,0.0,0,manteau,9.0,,
maquerill,2.8235586439012545e-06,1,0.0,0,Maquerille,1.0,,
mar,0.0007087132196192149,251,0.0002461542983316617,67,mari,169.0,mari,37.0
marabab,8.470675931703763e-06,3,0.0,0,marababa,2.0,,
maratr,2.8235586439012545e-06,1,7.347889502437663e-06,2,marâtre,1.0,marâtre,2.0
maraud,5.9294731521926345e-05,21,2.939155800975065e-05,8,maraud,14.0,maraud,5.0
maraut,5.647117287802509e-06,2,0.0,0,maraut,2.0,,
marbr,1.1294234575605018e-05,4,7.347889502437663e-06,2,marbre,4.0,marbre,2.0
marc,2.8235586439012545e-06,1,3.6739447512188313e-06,1,Marc,1.0,Marc,1.0
marcel,0.0,0,0.00026452402208775586,72,,,Marcelle,71.0
marcellin,0.0,0,7.347889502437663e-06,2,,,Marcellin,2.0
march,0.00012141302168775394,43,0.0001506317347999721,41,marcher,15.0,marcher,17.0
marchand,6.776540745363011e-05,24,1.1021834253656494e-05,3,marchand,14.0,marchands,2.0
marchandent,2.8235586439012545e-06,1,0.0,0,marchandent,1.0,,
marchanderois,2.8235586439012545e-06,1,0.0,0,marchanderois,1.0,,
marchandis,8.470675931703763e-06,3,1.1021834253656494e-05,3,marchandise,3.0,marchandise,3.0
marchandon,2.8235586439012545e-06,1,0.0,0,marchandons,1.0,,
marchann,2.8235586439012545e-06,1,0.0,0,marchanne,1.0,,
marchent,2.8235586439012545e-06,1,3.6739447512188313e-06,1,marchent,1.0,marchent,1.0
marchon,8.470675931703763e-06,3,7.347889502437663e-06,2,marchons,2.0,Marchons,2.0
marci,2.8235586439012545e-06,1,0.0,0,marciers,1.0,,
marechal,8.470675931703763e-06,3,0.0,0,maréchal,2.0,,
marg,2.8235586439012545e-06,1,0.0,0,marge,1.0,,
mari,0.00017506063592187779,62,2.204366850731299e-05,6,marier,53.0,marier,6.0
mariag,0.0005280054664095346,187,9.184861878047078e-05,25,mariage,185.0,mariage,25.0
marian,0.00017506063592187779,62,0.0,0,Mariane,62.0,,
mariat,5.647117287802509e-06,2,0.0,0,mariât,2.0,,
mariatg,1.1294234575605018e-05,4,0.0,0,mariatge,4.0,,
marie,3.670626237071631e-05,13,1.4695779004875325e-05,4,mariée,11.0,mariée,4.0
marient,2.8235586439012545e-06,1,0.0,0,marient,1.0,,
marierois,5.647117287802509e-06,2,0.0,0,marierois,2.0,,
marii,2.8235586439012545e-06,1,0.0,0,mariiez,1.0,,
marin,2.5412027795111292e-05,9,3.6739447512188313e-06,1,marin,4.0,Marin,1.0
marinet,0.0002230611328681991,79,0.0,0,Marinette,79.0,,
marionnet,2.8235586439012545e-06,1,0.0,0,marionnettes,1.0,,
marius,0.0,0,3.6739447512188313e-06,1,,,Marius,1.0
marl,2.8235586439012545e-06,1,0.0,0,marles,1.0,,
marmot,5.647117287802509e-06,2,0.0,0,marmot,1.0,,
marmott,2.8235586439012545e-06,1,0.0,0,marmottez,1.0,,
marmouset,2.8235586439012545e-06,1,0.0,0,marmouset,1.0,,
marott,1.9764910507308783e-05,7,0.0,0,Marotte,6.0,,
maroufl,1.4117793219506272e-05,5,0.0,0,maroufle,5.0,,
marphurius,8.470675931703763e-05,30,0.0,0,Marphurius,30.0,,
marqu,0.0006014179911509672,213,0.00018737118231216038,51,Marquis,112.0,marque,31.0
marque,5.647117287802509e-06,2,0.0,0,marquée,2.0,,
marquen,2.8235586439012545e-06,1,0.0,0,marquenne,1.0,,
marquent,2.8235586439012545e-06,1,0.0,0,marquent,1.0,,
marquis,6.21182901658276e-05,22,0.0,0,Marquise,11.0,,
marquisat,2.8235586439012545e-06,1,0.0,0,marquisat,1.0,,
marquoient,8.470675931703763e-06,3,0.0,0,marquoient,3.0,,
marr,5.647117287802509e-06,2,1.4695779004875325e-05,4,marri,1.0,marri,3.0
marrain,2.8235586439012545e-06,1,0.0,0,marraines,1.0,,
marron,8.470675931703763e-06,3,0.0,0,marrons,3.0,,
marteau,2.8235586439012545e-06,1,0.0,0,marteau,1.0,,
martel,2.8235586439012545e-06,1,0.0,0,martel,1.0,,
martial,8.470675931703763e-06,3,0.0,0,Martial,3.0,,
martian,0.0,0,0.00017267540330728507,47,,,Martian,47.0
martin,5.364761423412383e-05,19,0.0,0,Martine,16.0,,
martoro,2.8235586439012545e-06,1,0.0,0,martoro,1.0,,
martr,0.0,0,3.6739447512188313e-06,1,,,martre,1.0
martyr,7.058896609753136e-05,25,9.552256353168961e-05,26,martyre,24.0,martyre,23.0
mas,2.8235586439012545e-06,1,0.0,0,mas,1.0,,
mascarad,2.2588469151210036e-05,8,0.0,0,mascarade,8.0,,
mascarill,0.0015614279300773938,553,0.0,0,Mascarille,553.0,,
mascarillus,2.8235586439012545e-06,1,0.0,0,Mascarillus,1.0,,
masculin,2.8235586439012545e-06,1,0.0,0,masculin,1.0,,
masqu,8.753031796093889e-05,31,5.87831160195013e-05,16,masque,20.0,masque,9.0
masquent,2.8235586439012545e-06,1,0.0,0,masquent,1.0,,
